feature	mapped_value
('9', '11825')	5255
('168', '11827')	5256
('4', '11836')	5257
('4', '11849')	5258
('14', '11851')	5259
('14', '11849')	5260
('4', '6669')	5261
('14', '11836')	5262
('19', '11859')	5263
('70', '3339')	5264
('7', '11859')	5265
('168', '11810')	5266
('4', '11867')	5267
('3', '11868')	5268
('14', '11867')	5269
('154', '3113')	5270
('15', '11825')	5271
('169', '11827')	5272
('72', '8983')	5273
('4', '11871')	5274
('4', '11851')	5275
('142', '3113')	5276
('72', '3339')	5277
('1', '11868')	5278
('70', '8983')	5279
('5', '11875')	5280
('4', '11876')	5281
('14', '11876')	5282
('14', '6669')	5283
('136', '1556')	5284
('14', '11871')	5285
('138', '1556')	5286
('352', '955')	5287
('347', '955')	5288
('206', '11343')	5289
('4', '12078')	5290
('14', '12083')	5291
('14', '12084')	5292
('53', '12092')	5293
('67', '12092')	5294
('4', '12083')	5295
('4', '12084')	5296
('67', '1441')	5297
('14', '12100')	5298
('14', '12078')	5299
('53', '1441')	5300
('4', '12100')	5301
('122', '1377')	5302
('78', '1377')	5303
('1172', '3382')	5304
('1173', '3409')	5305
('1169', '3428')	5306
('1169', '3384')	5307
('1169', '3408')	5308
('1169', '3387')	5309
('1168', '955')	5310
('1169', '845')	5311
('5', '12131')	5312
('14', '12142')	5313
('8', '12149')	5314
('5', '12162')	5315
('14', '11790')	5316
('5', '12135')	5317
('14', '12189')	5318
('5', '12141')	5319
('14', '12193')	5320
('14', '12199')	5321
('14', '8048')	5322
('4', '12212')	5323
('14', '12214')	5324
('14', '12220')	5325
('14', '12212')	5326
('4', '12220')	5327
('8', '12224')	5328
('14', '9278')	5329
('4', '9278')	5330
('58', '2566')	5331
('14', '4794')	5332
('14', '12237')	5333
('4', '4794')	5334
('4', '12237')	5335
('14', '12246')	5336
('5', '67')	5337
('4', '12246')	5338
('822', '3544')	5339
('1755', '7264')	5340
('13', '12259')	5341
('866', '12262')	5342
('433', '12263')	5343
('866', '12264')	5344
('822', '2116')	5345
('623', '1607')	5346
('731', '12266')	5347
('564', '6278')	5348
('22', '12267')	5349
('5', '12268')	5350
('832', '12269')	5351
('831', '1744')	5352
('692', '12269')	5353
('678', '12270')	5354
('15', '12271')	5355
('1757', '12272')	5356
('732', '3544')	5357
('5', '12273')	5358
('1686', '7264')	5359
('832', '12264')	5360
('9', '2395')	5361
('205', '6258')	5362
('822', '2374')	5363
('115', '12275')	5364
('839', '1612')	5365
('1686', '12270')	5366
('16', '12259')	5367
('692', '12262')	5368
('9', '12276')	5369
('9', '1654')	5370
('5', '3609')	5371
('734', '1612')	5372
('738', '1744')	5373
('8', '7572')	5374
('732', '3620')	5375
('9', '12279')	5376
('1758', '12272')	5377
('564', '6258')	5378
('35', '12280')	5379
('692', '12281')	5380
('15', '3630')	5381
('5', '12282')	5382
('732', '3633')	5383
('811', '12266')	5384
('1760', '12272')	5385
('11', '12263')	5386
('730', '12270')	5387
('822', '3611')	5388
('205', '6278')	5389
('856', '12264')	5390
('15', '2395')	5391
('856', '12262')	5392
('17', '12280')	5393
('438', '12263')	5394
('822', '3620')	5395
('839', '12266')	5396
('734', '12266')	5397
('1243', '12272')	5398
('866', '12281')	5399
('832', '12262')	5400
('205', '6306')	5401
('732', '2116')	5402
('822', '3633')	5403
('9', '12271')	5404
('856', '12269')	5405
('692', '12264')	5406
('32', '12267')	5407
('732', '3611')	5408
('866', '12269')	5409
('1755', '12270')	5410
('95', '12275')	5411
('15', '12276')	5412
('45', '12263')	5413
('15', '1654')	5414
('564', '6306')	5415
('9', '3630')	5416
('856', '12281')	5417
('732', '2374')	5418
('832', '12281')	5419
('5', '6338')	5420
('15', '12279')	5421
('222', '1607')	5422
('3', '12314')	5423
('4', '5841')	5424
('1', '12314')	5425
('14', '5841')	5426
('5', '12344')	5427
('5', '12345')	5428
('5', '3130')	5429
('53', '806')	5430
('15', '2615')	5431
('15', '2607')	5432
('5', '12362')	5433
('67', '806')	5434
('8', '8983')	5435
('14', '12358')	5436
('5', '12384')	5437
('5', '12387')	5438
('4', '732')	5439
('14', '732')	5440
('5', '12398')	5441
('5', '12405')	5442
('197', '12426')	5443
('14', '6824')	5444
('192', '12426')	5445
('4', '12456')	5446
('223', '100')	5447
('14', '12456')	5448
('14', '12461')	5449
('8', '12475')	5450
('5', '12482')	5451
('5', '12484')	5452
('5', '12487')	5453
('8', '760')	5454
('35', '12509')	5455
('22', '12511')	5456
('8', '12512')	5457
('64', '12525')	5458
('64', '12526')	5459
('9', '12532')	5460
('219', '12555')	5461
('28', '12526')	5462
('1295', '12564')	5463
('28', '12525')	5464
('13', '1087')	5465
('4', '7757')	5466
('14', '7757')	5467
('5', '12580')	5468
('5', '12582')	5469
('337', '12697')	5470
('440', '12712')	5471
('337', '7480')	5472
('5', '12730')	5473
('337', '12742')	5474
('14', '2830')	5475
('8', '5811')	5476
('1', '911')	5477
('58', '7186')	5478
('337', '12712')	5479
('4', '12764')	5480
('14', '12764')	5481
('337', '7468')	5482
('440', '12742')	5483
('16', '12782')	5484
('15', '12788')	5485
('13', '12782')	5486
('29', '12794')	5487
('9', '12795')	5488
('46', '12794')	5489
('8', '166')	5490
('28', '12798')	5491
('5', '12800')	5492
('9', '12801')	5493
('15', '12803')	5494
('21', '12798')	5495
('45', '12794')	5496
('15', '12804')	5497
('35', '12805')	5498
('9', '12788')	5499
('11', '12794')	5500
('15', '12795')	5501
('17', '12805')	5502
('21', '12809')	5503
('28', '12809')	5504
('5', '12811')	5505
('0', '5638')	5506
('15', '12801')	5507
('9', '12804')	5508
('9', '12803')	5509
('14', '3540')	5510
('9', '3543')	5511
('42', '3542')	5512
('9', '3545')	5513
('731', '1612')	5514
('15', '2210')	5515
('9', '3553')	5516
('732', '3556')	5517
('235', '3618')	5518
('5', '3562')	5519
('825', '12827')	5520
('832', '3574')	5521
('8', '3575')	5522
('858', '12829')	5523
('833', '3581')	5524
('95', '3573')	5525
('823', '3588')	5526
('170', '3564')	5527
('861', '12829')	5528
('692', '3598')	5529
('9', '3600')	5530
('15', '1725')	5531
('5', '12841')	5532
('5', '1697')	5533
('62', '3608')	5534
('5', '12843')	5535
('822', '3556')	5536
('845', '3611')	5537
('11', '3612')	5538
('5', '12846')	5539
('846', '3615')	5540
('5', '3616')	5541
('8', '4842')	5542
('828', '3588')	5543
('387', '3618')	5544
('15', '3545')	5545
('8', '4823')	5546
('8', '12848')	5547
('811', '1612')	5548
('846', '3622')	5549
('5', '1715')	5550
('453', '3618')	5551
('5', '1634')	5552
('848', '3603')	5553
('1795', '12829')	5554
('5', '3627')	5555
('246', '3618')	5556
('828', '12858')	5557
('5', '12861')	5558
('820', '3564')	5559
('15', '3543')	5560
('15', '3553')	5561
('16', '1716')	5562
('823', '12858')	5563
('828', '3637')	5564
('34', '3608')	5565
('5', '11293')	5566
('5', '3640')	5567
('846', '2041')	5568
('846', '3649')	5569
('856', '3598')	5570
('823', '12874')	5571
('823', '3637')	5572
('4', '3540')	5573
('859', '1607')	5574
('15', '3600')	5575
('860', '3658')	5576
('692', '3574')	5577
('856', '3574')	5578
('15', '3607')	5579
('433', '3612')	5580
('5', '12886')	5581
('32', '3661')	5582
('825', '84')	5583
('832', '3598')	5584
('816', '3564')	5585
('846', '3666')	5586
('1802', '12829')	5587
('15', '3584')	5588
('92', '3608')	5589
('5', '3668')	5590
('863', '1607')	5591
('5', '3622')	5592
('5', '3672')	5593
('2', '3608')	5594
('828', '12874')	5595
('5', '3675')	5596
('17', '3558')	5597
('1806', '1612')	5598
('866', '3574')	5599
('846', '3679')	5600
('5', '12908')	5601
('866', '3598')	5602
('68', '12910')	5603
('19', '12911')	5604
('25', '12913')	5605
('4', '5472')	5606
('53', '10802')	5607
('220', '12914')	5608
('55', '10807')	5609
('14', '12915')	5610
('4', '12915')	5611
('40', '12916')	5612
('27', '12917')	5613
('238', '12918')	5614
('210', '12919')	5615
('60', '5478')	5616
('19', '5051')	5617
('56', '12920')	5618
('52', '5478')	5619
('66', '5478')	5620
('220', '12919')	5621
('14', '12923')	5622
('4', '12924')	5623
('4', '12925')	5624
('7', '5051')	5625
('53', '2512')	5626
('51', '12910')	5627
('4', '12927')	5628
('63', '5478')	5629
('50', '12917')	5630
('4', '12928')	5631
('53', '12920')	5632
('55', '12920')	5633
('67', '2512')	5634
('210', '12914')	5635
('39', '12929')	5636
('14', '12931')	5637
('4', '12931')	5638
('14', '12932')	5639
('4', '12933')	5640
('250', '12918')	5641
('67', '12920')	5642
('8', '12934')	5643
('4', '12932')	5644
('7', '12911')	5645
('14', '12925')	5646
('47', '12913')	5647
('38', '12916')	5648
('14', '12928')	5649
('12', '12929')	5650
('14', '12927')	5651
('14', '12933')	5652
('14', '12924')	5653
('4', '12923')	5654
('5', '12964')	5655
('5', '12972')	5656
('5', '12975')	5657
('5', '12978')	5658
('273', '4415')	5659
('275', '4415')	5660
('13', '13168')	5661
('46', '13169')	5662
('16', '13168')	5663
('9', '13170')	5664
('35', '13172')	5665
('9', '13173')	5666
('29', '13169')	5667
('9', '13175')	5668
('15', '13175')	5669
('9', '13176')	5670
('28', '2065')	5671
('45', '13169')	5672
('15', '13173')	5673
('15', '13176')	5674
('21', '2065')	5675
('11', '13178')	5676
('11', '13169')	5677
('64', '2065')	5678
('17', '13172')	5679
('45', '13178')	5680
('176', '2065')	5681
('15', '13170')	5682
('206', '4327')	5683
('788', '4328')	5684
('31', '4316')	5685
('206', '4330')	5686
('206', '4318')	5687
('6', '4326')	5688
('6', '1377')	5689
('206', '13229')	5690
('251', '8360')	5691
('31', '8376')	5692
('33', '13229')	5693
('5', '13265')	5694
('5', '13266')	5695
('8', '13268')	5696
('8', '13269')	5697
('273', '22')	5698
('14', '13317')	5699
('14', '12319')	5700
('4', '13317')	5701
('4', '12319')	5702
('127', '4114')	5703
('4', '325')	5704
('8', '12211')	5705
('53', '13316')	5706
('67', '13316')	5707
('4', '13354')	5708
('8', '2560')	5709
('14', '13364')	5710
('56', '1351')	5711
('56', '13370')	5712
('4', '13364')	5713
('67', '13370')	5714
('8', '2550')	5715
('4', '13385')	5716
('53', '13370')	5717
('83', '13396')	5718
('55', '13370')	5719
('14', '10195')	5720
('55', '1351')	5721
('14', '13354')	5722
('4', '10195')	5723
('4', '3758')	5724
('8', '13413')	5725
('5', '13415')	5726
('14', '13385')	5727
('108', '13396')	5728
('481', '13422')	5729
('4', '13433')	5730
('14', '13433')	5731
('14', '13428')	5732
('481', '13457')	5733
('481', '13460')	5734
('495', '13462')	5735
('481', '13468')	5736
('498', '13470')	5737
('481', '13471')	5738
('4', '13428')	5739
('5', '13474')	5740
('5', '13487')	5741
('5', '13496')	5742
('8', '13474')	5743
('5', '13506')	5744
('5', '13510')	5745
('5', '13515')	5746
('8', '13518')	5747
('6', '13531')	5748
('14', '10341')	5749
('251', '13549')	5750
('206', '3855')	5751
('5', '13556')	5752
('206', '13557')	5753
('206', '13556')	5754
('31', '13567')	5755
('5', '13568')	5756
('581', '13580')	5757
('1278', '13602')	5758
('560', '4627')	5759
('560', '13688')	5760
('4', '13725')	5761
('66', '13726')	5762
('14', '13735')	5763
('4', '13745')	5764
('14', '13745')	5765
('5', '13758')	5766
('4', '13762')	5767
('14', '13725')	5768
('14', '13771')	5769
('4', '13777')	5770
('14', '13786')	5771
('14', '13777')	5772
('72', '2989')	5773
('70', '2989')	5774
('4', '13771')	5775
('14', '13762')	5776
('1869', '637')	5777
('4', '13735')	5778
('14', '3806')	5779
('4', '13786')	5780
('4', '13838')	5781
('60', '13726')	5782
('9', '13953')	5783
('4', '13959')	5784
('14', '13959')	5785
('4', '8075')	5786
('4', '8048')	5787
('14', '8075')	5788
('190', '164')	5789
('156', '130')	5790
('1884', '40')	5791
('1884', '938')	5792
('5', '14074')	5793
('4', '10805')	5794
('31', '9843')	5795
('33', '9837')	5796
('48', '9849')	5797
('1579', '637')	5798
('44', '9831')	5799
('1578', '9830')	5800
('26', '9857')	5801
('6', '9832')	5802
('0', '9831')	5803
('72', '4712')	5804
('72', '6109')	5805
('6', '14100')	5806
('72', '8947')	5807
('8', '12563')	5808
('31', '14117')	5809
('70', '8947')	5810
('63', '14120')	5811
('70', '4712')	5812
('70', '6109')	5813
('14', '13907')	5814
('94', '6199')	5815
('127', '6199')	5816
('52', '14120')	5817
('5', '10786')	5818
('66', '14120')	5819
('8', '4712')	5820
('99', '6199')	5821
('60', '14120')	5822
('4', '4640')	5823
('4', '13907')	5824
('89', '6199')	5825
('14', '4640')	5826
('4', '14230')	5827
('4', '14232')	5828
('14', '14241')	5829
('14', '14230')	5830
('4', '14241')	5831
('1919', '14249')	5832
('251', '5482')	5833
('1920', '14249')	5834
('341', '14250')	5835
('31', '5471')	5836
('440', '14251')	5837
('337', '2540')	5838
('755', '14252')	5839
('339', '14253')	5840
('336', '14254')	5841
('336', '14252')	5842
('455', '13328')	5843
('461', '14250')	5844
('440', '14255')	5845
('440', '14256')	5846
('755', '14254')	5847
('440', '14257')	5848
('337', '14255')	5849
('206', '5464')	5850
('452', '14258')	5851
('449', '14253')	5852
('343', '13328')	5853
('460', '14258')	5854
('6', '88')	5855
('337', '14251')	5856
('337', '14256')	5857
('440', '2540')	5858
('1921', '14249')	5859
('337', '14257')	5860
('447', '14261')	5861
('1922', '14249')	5862
('448', '14261')	5863
('5', '5531')	5864
('5', '14297')	5865
('5', '14298')	5866
('8', '14302')	5867
('5', '3069')	5868
('72', '2571')	5869
('4', '14312')	5870
('4', '14316')	5871
('4', '4919')	5872
('4', '14320')	5873
('14', '14316')	5874
('14', '14322')	5875
('8', '14323')	5876
('14', '14324')	5877
('4', '3705')	5878
('14', '14326')	5879
('4', '14322')	5880
('4', '14326')	5881
('8', '14332')	5882
('14', '14320')	5883
('14', '4919')	5884
('337', '14341')	5885
('5', '6407')	5886
('4', '856')	5887
('440', '14341')	5888
('5', '14348')	5889
('14', '14312')	5890
('4', '14324')	5891
('8', '14321')	5892
('70', '2571')	5893
('8', '9071')	5894
('5', '14361')	5895
('42', '14371')	5896
('78', '182')	5897
('4', '14386')	5898
('122', '182')	5899
('55', '9821')	5900
('53', '9826')	5901
('8', '3986')	5902
('5', '14410')	5903
('5', '14413')	5904
('5', '14415')	5905
('5', '14424')	5906
('5', '14427')	5907
('14', '3838')	5908
('4', '14497')	5909
('4', '14512')	5910
('4', '12498')	5911
('14', '14497')	5912
('4', '14540')	5913
('14', '12498')	5914
('14', '14512')	5915
('14', '14540')	5916
('14', '14560')	5917
('4', '14565')	5918
('14', '14567')	5919
('14', '14565')	5920
('4', '14567')	5921
('14', '14572')	5922
('60', '14573')	5923
('4', '7754')	5924
('14', '9621')	5925
('14', '14577')	5926
('4', '14583')	5927
('14', '14585')	5928
('4', '10810')	5929
('14', '14589')	5930
('4', '14590')	5931
('4', '14572')	5932
('53', '2932')	5933
('4', '14577')	5934
('66', '14599')	5935
('14', '7754')	5936
('67', '2932')	5937
('60', '14599')	5938
('4', '14560')	5939
('66', '14573')	5940
('4', '14589')	5941
('4', '14585')	5942
('14', '14590')	5943
('14', '14583')	5944
('1947', '2213')	5945
('1948', '14638')	5946
('122', '88')	5947
('37', '100')	5948
('1949', '14645')	5949
('1950', '2128')	5950
('1951', '14646')	5951
('1952', '14647')	5952
('1953', '14647')	5953
('49', '14651')	5954
('1954', '14652')	5955
('1955', '14653')	5956
('1956', '2213')	5957
('1955', '2389')	5958
('1955', '14655')	5959
('1955', '14657')	5960
('4', '9841')	5961
('1955', '14659')	5962
('111', '88')	5963
('1709', '14638')	5964
('49', '14662')	5965
('1957', '14663')	5966
('24', '14664')	5967
('4', '11953')	5968
('128', '14664')	5969
('49', '14666')	5970
('90', '14664')	5971
('49', '14668')	5972
('1955', '14669')	5973
('1955', '14670')	5974
('14', '11953')	5975
('49', '14672')	5976
('78', '88')	5977
('14', '9841')	5978
('7', '100')	5979
('43', '14674')	5980
('49', '14675')	5981
('104', '88')	5982
('49', '14678')	5983
('272', '14679')	5984
('49', '2237')	5985
('49', '14680')	5986
('14', '3278')	5987
('4', '4551')	5988
('4', '9725')	5989
('5', '14701')	5990
('14', '14705')	5991
('457', '4032')	5992
('4', '14712')	5993
('14', '4551')	5994
('14', '4572')	5995
('14', '9725')	5996
('14', '14712')	5997
('4', '4572')	5998
('4', '14705')	5999
('4', '14722')	6000
('439', '4032')	6001
('14', '14722')	6002
('5', '14741')	6003
('206', '7460')	6004
('4', '14768')	6005
('8', '3130')	6006
('8', '14796')	6007
('8', '14798')	6008
('5', '14799')	6009
('14', '14810')	6010
('4', '14810')	6011
('344', '14877')	6012
('345', '14877')	6013
('4', '8445')	6014
('4', '12142')	6015
('5', '15082')	6016
('5', '15116')	6017
('112', '182')	6018
('246', '3689')	6019
('142', '1377')	6020
('8', '15019')	6021
('967', '8906')	6022
('1077', '8906')	6023
('574', '6604')	6024
('766', '15146')	6025
('154', '1377')	6026
('8', '4398')	6027
('5', '15216')	6028
('8', '9525')	6029
('127', '14780')	6030
('5', '15220')	6031
('72', '7738')	6032
('5', '2934')	6033
('206', '15225')	6034
('33', '15230')	6035
('8', '10787')	6036
('33', '15225')	6037
('6', '933')	6038
('206', '15230')	6039
('48', '15247')	6040
('44', '933')	6041
('26', '15251')	6042
('4', '15254')	6043
('345', '15260')	6044
('251', '15247')	6045
('33', '13557')	6046
('4', '15265')	6047
('31', '15251')	6048
('14', '13883')	6049
('14', '15271')	6050
('4', '15277')	6051
('14', '15277')	6052
('4', '15271')	6053
('8', '2653')	6054
('5', '15294')	6055
('34', '836')	6056
('62', '6057')	6057
('212', '1320')	6058
('15', '15348')	6059
('9', '15359')	6060
('21', '12526')	6061
('16', '1112')	6062
('2', '6057')	6063
('9', '15348')	6064
('203', '15394')	6065
('15', '12532')	6066
('17', '15398')	6067
('46', '15420')	6068
('29', '15420')	6069
('22', '15425')	6070
('15', '8339')	6071
('15', '8318')	6072
('212', '15394')	6073
('203', '1320')	6074
('15', '15436')	6075
('45', '15420')	6076
('92', '6057')	6077
('35', '15398')	6078
('176', '12526')	6079
('115', '15439')	6080
('13', '1112')	6081
('95', '15439')	6082
('11', '15420')	6083
('34', '6057')	6084
('9', '15436')	6085
('32', '15425')	6086
('317', '40')	6087
('440', '7468')	6088
('440', '12697')	6089
('72', '1068')	6090
('440', '7480')	6091
('70', '1068')	6092
('29', '15682')	6093
('219', '15687')	6094
('46', '15682')	6095
('8', '15697')	6096
('14', '12615')	6097
('9', '15695')	6098
('53', '6395')	6099
('1542', '100')	6100
('11', '15682')	6101
('9', '15704')	6102
('22', '15705')	6103
('176', '15711')	6104
('45', '15682')	6105
('64', '15716')	6106
('15', '15718')	6107
('481', '8130')	6108
('949', '100')	6109
('35', '15722')	6110
('32', '15705')	6111
('28', '15716')	6112
('1538', '100')	6113
('67', '6395')	6114
('21', '15716')	6115
('215', '15687')	6116
('16', '15693')	6117
('55', '6395')	6118
('17', '15722')	6119
('15', '15695')	6120
('56', '6395')	6121
('13', '15693')	6122
('64', '15711')	6123
('15', '15704')	6124
('9', '15718')	6125
('8', '15695')	6126
('176', '15716')	6127
('28', '15711')	6128
('948', '100')	6129
('21', '15711')	6130
('56', '1674')	6131
('569', '6582')	6132
('4', '15782')	6133
('617', '6582')	6134
('55', '1674')	6135
('8', '13324')	6136
('8', '10783')	6137
('4', '15940')	6138
('8', '4414')	6139
('14', '15964')	6140
('4', '15964')	6141
('9', '10707')	6142
('14', '16039')	6143
('14', '16057')	6144
('14', '16069')	6145
('152', '264')	6146
('4', '16057')	6147
('148', '264')	6148
('4', '16039')	6149
('14', '16086')	6150
('4', '16086')	6151
('4', '16069')	6152
('4', '12189')	6153
('8', '16143')	6154
('14', '6152')	6155
('14', '16144')	6156
('122', '3113')	6157
('78', '3113')	6158
('8', '3123')	6159
('5', '16205')	6160
('104', '2932')	6161
('5', '16211')	6162
('111', '2932')	6163
('5', '8810')	6164
('7', '349')	6165
('4', '16285')	6166
('4', '16286')	6167
('58', '1337')	6168
('453', '1163')	6169
('19', '349')	6170
('19', '324')	6171
('99', '1112')	6172
('14', '16286')	6173
('7', '324')	6174
('14', '16285')	6175
('5', '3497')	6176
('5', '16334')	6177
('5', '16367')	6178
('8', '12048')	6179
('5', '1350')	6180
('2055', '16389')	6181
('14', '16391')	6182
('2057', '16393')	6183
('527', '16394')	6184
('5', '16395')	6185
('823', '16396')	6186
('5', '16397')	6187
('4', '16402')	6188
('483', '2211')	6189
('2059', '16408')	6190
('477', '16409')	6191
('8', '16413')	6192
('482', '16414')	6193
('836', '1607')	6194
('14', '16415')	6195
('837', '1607')	6196
('487', '3656')	6197
('1802', '16418')	6198
('823', '16419')	6199
('520', '2211')	6200
('841', '3603')	6201
('842', '1607')	6202
('861', '16418')	6203
('477', '16420')	6204
('532', '16408')	6205
('5', '16423')	6206
('847', '3603')	6207
('8', '16425')	6208
('486', '16427')	6209
('503', '16428')	6210
('1795', '16418')	6211
('487', '16433')	6212
('487', '16435')	6213
('850', '3603')	6214
('2062', '12893')	6215
('14', '16402')	6216
('4', '16415')	6217
('477', '1744')	6218
('4', '16391')	6219
('854', '1607')	6220
('855', '3603')	6221
('487', '16442')	6222
('2064', '16428')	6223
('487', '16444')	6224
('858', '16418')	6225
('487', '16445')	6226
('529', '16420')	6227
('2065', '16447')	6228
('486', '16448')	6229
('5', '16450')	6230
('529', '16409')	6231
('501', '16451')	6232
('486', '16452')	6233
('2066', '16453')	6234
('526', '12893')	6235
('4', '16456')	6236
('2067', '16393')	6237
('14', '16456')	6238
('5', '16461')	6239
('477', '1722')	6240
('517', '16462')	6241
('828', '16396')	6242
('487', '12846')	6243
('8', '16434')	6244
('828', '16419')	6245
('14', '16473')	6246
('4', '16475')	6247
('8', '16485')	6248
('14', '16475')	6249
('5', '16501')	6250
('36', '349')	6251
('15', '334')	6252
('72', '2033')	6253
('70', '2033')	6254
('75', '980')	6255
('4', '16551')	6256
('14', '16551')	6257
('75', '12156')	6258
('4', '16588')	6259
('256', '13364')	6260
('33', '16598')	6261
('14', '16588')	6262
('246', '3687')	6263
('387', '3687')	6264
('5', '4273')	6265
('8', '3093')	6266
('138', '5144')	6267
('136', '5144')	6268
('5', '16760')	6269
('5', '16767')	6270
('4', '16769')	6271
('4', '16770')	6272
('14', '16770')	6273
('249', '16785')	6274
('4', '16786')	6275
('1', '16787')	6276
('247', '16785')	6277
('67', '16790')	6278
('344', '7643')	6279
('14', '16792')	6280
('14', '16794')	6281
('40', '16795')	6282
('4', '16794')	6283
('345', '7643')	6284
('53', '16790')	6285
('3', '16798')	6286
('59', '16800')	6287
('4', '16792')	6288
('27', '16802')	6289
('56', '9821')	6290
('50', '16802')	6291
('4', '16803')	6292
('14', '16786')	6293
('54', '16800')	6294
('14', '16804')	6295
('14', '16805')	6296
('19', '16806')	6297
('38', '16795')	6298
('3', '16787')	6299
('108', '16807')	6300
('108', '16808')	6301
('4', '16789')	6302
('68', '16785')	6303
('7', '16809')	6304
('39', '16811')	6305
('4', '16812')	6306
('25', '16813')	6307
('14', '16814')	6308
('14', '16812')	6309
('4', '16815')	6310
('14', '16816')	6311
('7', '16806')	6312
('14', '16789')	6313
('345', '4382')	6314
('83', '16799')	6315
('47', '16813')	6316
('4', '16816')	6317
('83', '16807')	6318
('108', '16799')	6319
('4', '16818')	6320
('1', '16798')	6321
('4', '16804')	6322
('19', '16809')	6323
('51', '16785')	6324
('14', '16818')	6325
('83', '16808')	6326
('4', '16814')	6327
('344', '4382')	6328
('12', '16811')	6329
('8', '9003')	6330
('14', '16803')	6331
('67', '9826')	6332
('14', '16815')	6333
('4', '16805')	6334
('961', '8000')	6335
('14', '16886')	6336
('14', '16889')	6337
('4', '16886')	6338
('4', '16910')	6339
('5', '16913')	6340
('4', '16889')	6341
('14', '16910')	6342
('348', '7973')	6343
('350', '7973')	6344
('148', '6199')	6345
('136', '4712')	6346
('138', '4712')	6347
('14', '16966')	6348
('149', '6199')	6349
('14', '1164')	6350
('4', '16974')	6351
('8', '16971')	6352
('5', '16962')	6353
('14', '13047')	6354
('4', '13047')	6355
('14', '16974')	6356
('4', '16979')	6357
('4', '16966')	6358
('14', '16979')	6359
('5', '16971')	6360
('133', '6199')	6361
('152', '6199')	6362
('6', '1298')	6363
('0', '1076')	6364
('31', '16986')	6365
('5', '16994')	6366
('17', '16995')	6367
('197', '16996')	6368
('29', '16997')	6369
('35', '16995')	6370
('192', '16996')	6371
('46', '16997')	6372
('15', '17005')	6373
('197', '17008')	6374
('9', '17009')	6375
('197', '17010')	6376
('16', '442')	6377
('9', '17005')	6378
('192', '17008')	6379
('15', '17009')	6380
('192', '17010')	6381
('13', '442')	6382
('45', '16997')	6383
('11', '16997')	6384
('8', '17009')	6385
('14', '17022')	6386
('273', '6670')	6387
('14', '17031')	6388
('4', '17042')	6389
('4', '17022')	6390
('273', '4528')	6391
('14', '17066')	6392
('296', '11868')	6393
('4', '10527')	6394
('19', '17079')	6395
('14', '17042')	6396
('273', '17080')	6397
('4', '17031')	6398
('19', '17084')	6399
('4', '17085')	6400
('273', '10026')	6401
('4', '17086')	6402
('14', '10527')	6403
('14', '17087')	6404
('273', '14497')	6405
('4', '17066')	6406
('275', '10026')	6407
('275', '4528')	6408
('4', '17087')	6409
('14', '17086')	6410
('14', '17085')	6411
('7', '17079')	6412
('5', '17133')	6413
('5', '17139')	6414
('8', '898')	6415
('4', '12199')	6416
('8', '6428')	6417
('1639', '17212')	6418
('1639', '17218')	6419
('14', '17226')	6420
('4', '17250')	6421
('2106', '17269')	6422
('5', '17293')	6423
('4', '17296')	6424
('5', '17316')	6425
('4', '17317')	6426
('4', '17318')	6427
('14', '17325')	6428
('14', '17336')	6429
('14', '17250')	6430
('1640', '17350')	6431
('1639', '17350')	6432
('4', '17325')	6433
('4', '17356')	6434
('5', '17357')	6435
('1640', '9655')	6436
('14', '17356')	6437
('4', '17363')	6438
('1640', '17364')	6439
('1647', '17373')	6440
('1640', '17212')	6441
('1640', '17218')	6442
('8', '17355')	6443
('1643', '17373')	6444
('4', '17226')	6445
('4', '17321')	6446
('1639', '9655')	6447
('14', '17317')	6448
('1639', '17364')	6449
('2107', '17269')	6450
('4', '17387')	6451
('4', '17336')	6452
('1640', '17391')	6453
('1639', '17391')	6454
('14', '17363')	6455
('14', '17387')	6456
('14', '17419')	6457
('4', '17419')	6458
('14', '17457')	6459
('4', '17457')	6460
('14', '17631')	6461
('14', '8413')	6462
('4', '17837')	6463
('4', '17838')	6464
('5', '17840')	6465
('14', '17837')	6466
('14', '17838')	6467
('53', '2692')	6468
('67', '2692')	6469
('55', '2692')	6470
('56', '2692')	6471
('4', '17882')	6472
('14', '17882')	6473
('4', '17935')	6474
('4', '17970')	6475
('14', '17970')	6476
('72', '3426')	6477
('818', '13328')	6478
('819', '13328')	6479
('70', '3426')	6480
('122', '3405')	6481
('8', '3116')	6482
('810', '13328')	6483
('817', '13328')	6484
('72', '2730')	6485
('5', '8781')	6486
('78', '3405')	6487
('1367', '3712')	6488
('387', '1353')	6489
('4', '18073')	6490
('953', '15992')	6491
('14', '15999')	6492
('4', '17631')	6493
('453', '1353')	6494
('4', '15999')	6495
('4', '18115')	6496
('14', '18117')	6497
('961', '15992')	6498
('4', '18124')	6499
('453', '11720')	6500
('4', '18117')	6501
('14', '18115')	6502
('14', '18124')	6503
('55', '4670')	6504
('56', '4670')	6505
('14', '15265')	6506
('75', '1049')	6507
('1168', '40')	6508
('1172', '70')	6509
('4', '18324')	6510
('14', '18324')	6511
('4', '18343')	6512
('172', '11827')	6513
('14', '18343')	6514
('8', '9007')	6515
('14', '18395')	6516
('5', '18405')	6517
('4', '18395')	6518
('5', '18406')	6519
('33', '3628')	6520
('206', '4438')	6521
('246', '1353')	6522
('439', '18480')	6523
